25.05,94,6
28.62,78,6
30,70,5
30.87,58,5
31.27,55,4
31.9,52,5
33.29,49,4
32.71,55,6
32.09,59,3
31.57,62,3
30.33,59,4
30,62,3
29.24,66,5
28.61,66,4
26.79,66,5
26.51,74,5
25.72,83,6
25.56,83,6
25.05,83,6
25.21,83,6
25.6,78,6
25.42,78,5
24.94,83,6
26.08,83,7
